,vm_pu,va_degree,p_mw,q_mvar
98,1.057334212514114,19.90467478243942,-3.562965639160552,1.1976487703681755
100,1.0248158680079562,14.153007655192901,6.577787146634819,13.072028427246579
102,1.060551251910156,20.435973302550735,-3.6157709511362555,1.1062559696429446
104,1.0918355765280188,24.39525799045595,6.578086806540114,11.436685237939912
106,1.0794165133637854,22.32261922306676,3.1602579827755335,1.1604294542859463
108,1.0168095301033948,11.292376249292367,2.7778244185153653,1.1063097473061703
110,1.037526081271431,16.840816746229276,-12.390698530121426,1.215140680995944
112,1.0445231853782768,18.237906061596796,-21.610216805399205,6.734097177958802
114,1.086136299389844,20.389592106581105,-5.801295958258152,1.2799550752312712
116,1.0825073145351052,20.912392232022437,-50.94301170710628,1.1754158486316726
118,1.0162951527735815,11.320404879242483,-8.026977997332096,1.0943789108331146
120,1.0831781429024092,20.871073719856305,-5.273086014253181,1.192965651574326
122,1.0559091294686087,19.77031018670302,3.011802410144128,1.1890737073238427
124,1.0605659737700996,20.463656145985436,-3.2380498268726114,1.2096971654055722
126,1.0445869666819882,18.250452148186053,-14.003611440240775,1.1672535304269047
128,1.0313235600049255,15.546209694038652,-8.830155513492969,1.2640926912199575
130,1.095154695365102,24.325302416558696,-19.753270853805134,1.1223518105810228
132,1.088445933580139,20.96058955144905,-10.385812862532589,1.2390291313652426
