,vm_pu,va_degree,p_mw,q_mvar
90,1.0,22.867134993991886,-2.546054034446229,1.2707063328498878
92,1.0,23.3013889749501,-5.291108763410421,1.2779956787907405
94,1.0,32.09149487323863,-34.34223766316745,1.1361080550051053
96,1.0,24.4566789192906,-52.64999999999998,0.0
98,1.0,22.238154974065008,-3.3520926606825014,1.285016629149296
100,1.0,15.68783654847495,7.035656450397596,12.14575253059481
102,1.0,22.912857286045472,-3.377705409924033,1.1803683038426298
104,1.0,31.994489990580007,5.556603780492651,12.026828473508774
106,1.0,28.872520675259455,2.935963752574139,1.0769896097766143
108,1.0,12.517024111416907,3.1342794270760805,1.1296846004460028
110,1.0,18.70817267422285,-12.001445300614705,1.1386832625607228
112,1.0,20.282114913573754,-19.980819746324414,7.380222519595547
114,1.0,22.67214960405729,-5.711017324563727,1.2781223055796456
116,1.0,23.40548666907997,-51.295960532967456,1.1210142718901035
118,1.0,12.488149516957897,-8.444855192078535,1.2627888707353292
120,1.0,23.34264067169834,-5.3958132307373035,1.1051686812443124
122,1.0,22.07353296051017,2.7769612591671375,1.2812166065007151
124,1.0,22.948498169377427,-3.6670943373810587,1.2792984518861004
126,1.0,20.297369840864725,-14.145708670919703,1.2513867197111719
128,1.0,17.25176465255774,-8.773437504700155,1.1460870808614498
130,1.0,31.963316932648638,-19.714230577902413,1.2572230773557287
132,1.0,23.41440633306575,-10.380922608151423,1.0878250172679096
306,1.0,10.260455121022705,0.8639505995186028,0.3576715552088896
309,1.0,9.471666472172096,0.0,0.0
311,1.0,9.9776844637366,0.24203817536681527,0.09036030840308157
312,1.0,9.884957831474885,0.07311173956543371,0.08427735044964542
313,1.0,9.847317992580056,0.33399277506657654,0.15186000521140403
314,1.0,9.980720452631177,0.027468877947626424,0.08127176050923103
315,1.0,9.988370084195859,-0.06787812460265741,0.08284935285224888
316,1.0,9.72220218978082,1.4441934403339474,0.5340062409643439
317,1.0,10.595822777625173,0.2593694401355151,0.10308823577320299
318,1.0,10.94974913357657,0.22177058697536722,0.08648314538871024
319,1.0,11.424784846893905,-1.6000000000000227,0.0
320,1.0,11.555409982264393,0.28932735257751574,0.1148442310717759
321,1.0,11.673822275667543,0.050290212505160525,0.07613573632271817
322,1.0,11.878605071946346,0.03687295101735799,0.08131368312130481
323,1.0,11.99375359475252,0.14507173405297635,0.05666205454796349
324,1.0,12.128105226583783,0.25740975497933505,0.08730759959415961
325,1.0,12.368712221570467,-1.7464822581821409,0.13164881989986643
326,1.0,12.314920917276858,0.22090864867948312,0.09914359661616456
327,1.0,12.25746680419805,0.2531915301385652,0.17693216478603596
328,1.0,9.953963093496728,0.2825672077500485,0.15416639154947082
329,1.0,9.882184758601252,0.3592341927006828,0.17935451814666803
330,1.0,9.663002476053235,0.26127728106428094,0.14723060121844173
331,1.0,9.578115054862499,0.1771549506380552,0.06262525691573369
332,1.0,9.55099185246748,-0.4232700174712818,0.08279960977426364
333,1.0,9.518701468868676,0.25188027532544766,0.09106338729146642
334,1.0,9.506111290207205,0.22302266077417698,0.09475449790317941
335,1.0,9.46519396777289,0.4253724205831304,0.18843473976734756
336,1.0,9.458316377745385,0.22873923919041772,0.09302877575553732
337,1.0,9.457825462712961,0.15500174639805664,0.09412244737960096
338,1.0,10.223583575323214,0.25554208357164043,0.08869496091930171
339,1.0,10.198244143552614,0.22345439761465968,0.10069807912993874
340,1.0,10.169696435283607,0.41481707775346877,0.19473992136973772
341,1.0,10.158712787868676,0.512523837781373,0.19952038857260684
342,1.0,10.175384429490721,0.45032173047979995,0.17795838422738827
343,1.0,10.215097592369464,-0.9410105769551365,0.12246398347534714
344,1.0,10.205038475637132,0.2375699698581002,0.08735513537610602
345,1.0,10.200829079614746,0.3064421408059843,0.14591993099593278
346,1.0,10.191426207645279,0.24317158677831685,0.10531777604521558
347,1.0,10.18418609884007,0.25648858787371864,0.09175851081957953
348,1.0,10.150020238471095,0.21484567208813132,0.09577246253843659
349,1.0,10.032883360097737,0.2963919825950825,0.12357196623766868
350,1.0,9.9412494689908,0.3230532869955596,0.11732692210606467
351,1.0,10.130143753853249,0.12709759831795964,0.1292587067741706
352,1.0,10.019444894612825,0.06310927012293632,0.08070697588219243
353,1.0,9.913092378619062,-0.07211695334876822,0.030782852665552637
354,1.0,9.82201301721047,0.07267715484169912,0.08005994968452163
355,1.0,9.754358695034727,0.04996474428332931,0.08237678895914008
356,1.0,9.688894149847439,0.12254646898759347,0.12606056505768098
357,1.0,9.585876259412814,0.3579664382050396,0.17550904927136507
358,1.0,9.535127260638818,0.3960221906872903,0.17593297595985846
359,1.0,9.515806453360735,0.2426755802769094,0.09544920484962513
360,1.0,9.473600251764132,0.23441685591023997,0.10179456780362627
361,1.0,10.05257547703782,0.42279213604820143,0.18710855080783081
362,1.0,9.743311827114491,0.3687011526862989,0.17228712908936525
363,1.0,9.56274531762658,0.26872465346559693,0.15800050475492608
364,1.0,9.425710707471985,0.2998359698879085,0.16090802027652856
365,1.0,9.039439310452604,0.23494540412593778,0.1751660740337843
366,1.0,8.956091307267116,0.31628341247778735,0.17166662339906547
367,1.0,8.801299281179006,0.3097706463952363,0.1723078608052686
368,1.0,8.622382822148062,0.24023170556961304,0.15819861151353087
369,1.0,8.505052715721712,0.29231925415479054,0.17595363865425065
370,1.0,8.381963205148166,0.3413215141152932,0.18544819726532075
371,1.0,8.21659845081067,0.3491542765275426,0.17399293091492266
372,1.0,7.901016865231451,0.34998270910205065,0.17250585182888342
373,1.0,7.733157458566017,0.23952140254266396,0.15771147139459793
374,1.0,7.63014958102094,0.2752478194460082,0.14825725546269236
375,1.0,7.565594281868236,0.3629762456082517,0.17986300866433932
376,1.0,7.521062086523252,0.40145345495989204,0.16736873463965216
377,1.0,7.498696832411293,0.30411966294104786,0.15919325353538274
378,1.0,7.47435859824733,-0.16999999999995907,0.0
379,1.0,7.428253794677378,0.3433719121981085,0.13392491682167387
380,1.0,7.410440770951236,0.24771294398328791,0.09270131434308002
381,1.0,7.406195853538989,0.22557110024195026,0.09333554954033685
382,1.0,10.303655406414682,0.2264965407453019,0.09956689781427645
383,1.0,10.348914738612805,0.129820577406349,0.11867391488031047
384,1.0,10.405525755587874,0.2522560032795127,0.09121813719544444
385,1.0,10.343562503115074,0.23733918015102518,0.09583722563296744
386,1.0,10.297150706988313,0.29446142101164696,0.15247297412722155
387,1.0,10.284450774406274,0.23742923207134936,0.16550664918550956
388,1.0,10.26351897931108,0.25273560061282296,0.09880846618085591
389,1.0,10.231167616091124,0.24233139593559372,0.16043581124074963
390,1.0,10.213744576085281,0.56046978168024,0.21135251941900277
391,1.0,10.211875330422124,0.05676002077132125,0.07675585306501506
392,1.0,10.61090626407481,0.16790078743906633,0.12260812730542708
393,1.0,10.969005344911961,-3.805812731574065,0.11516393738385074
394,1.0,9.781779393473782,0.4056866265627832,0.19169461313392852
395,1.0,9.40754516093581,0.4230189806062299,0.16717040928780602
396,1.0,9.314239893824288,0.35998417991891074,0.12703222344528392
397,1.0,9.257005367732267,0.3630761387350958,0.17357546340607274
398,1.0,9.191726790974124,0.3415293399559687,0.16660926261583636
399,1.0,9.04920094721187,0.25494493786550265,0.17499532620454067
400,1.0,8.983216664184429,0.23315898877604013,0.17354945515114423
401,1.0,8.901674367405475,0.2797267952440734,0.17361235842382433
402,1.0,8.827854400748231,0.4237701248622443,0.16929946880424213
403,1.0,8.75020305399851,0.0,0.0
404,1.0,8.688081976598733,0.3606886461237764,0.18620253474889106
405,1.0,8.642438775157187,0.42021970675875764,0.18613296078591252
406,1.0,8.622157382749847,0.3870641946066371,0.1486211577227761
407,1.0,8.569872239542239,0.2857098433808005,0.14817445734936438
408,1.0,8.545133801808172,0.27179757200087806,0.15131875652621274
409,1.0,8.534269082887725,0.2862775856275448,0.17146975947761003
410,1.0,8.527685966736163,0.23846092497637983,0.08851747037929433
